カード名,登場期
ニードル・ウォール,2
ダスト・シュート,2
運命の火時計,2
無謀な欲張り,2
王家の財宝,2
トゥーン・ブラック・マジシャン・ガール,2
ギルフォード・ザ・ライトニング,2
イグザリオン・ユニバース,2
レジェンド・デビル,2
トゥーン・ディフェンス,2
トゥーンのもくじ,2
トゥーン・仮面魔道士,2
トゥーン・ヂェミナイ・エルフ,2
トゥーン・キャノン・ソルジャー,2
トゥーン・ゴブリン突撃部隊,2
隠れ兵,2
ギル・ガース,2
モンスターレリーフ,2
クィーンズ・ナイト,2
キングス・ナイト,2
ジャックス・ナイト,2
ハンニバル・ネクロマンサー,3
アステカの石像,3
機動砦のギア・ゴーレム,3
サイバー・レイダー,3
魔鏡導士リフレクト・バウンダー,3
髑髏顔 天道虫,3
リトル・ウィンガード,3
代打バッター,3
サテライト・キャノン,3
タルワール・デーモン,3
電脳増幅器,3
ソニックジャマー,3
アリの増殖,3
カオス・シールド,3
魔術の呪文書,3
アヌビスの裁き,3
おろかな埋葬,3
アマゾネスの剣士,3
アマゾネスの弩弓隊,3
魔法効果の矢,3
アマゾネスの格闘戦士,3
アマゾネスの呪詛師,3
救出劇,3
ケルドウ,3
墓穴の道連れ,3
カイザー・グライダー,3
魔法再生,3
収縮,3
ムドラ,3
ダグラの剣,3
デスグレムリン,3
ケルベク,3
ゾルガ,3
生贄の抱く爆弾,3
アギド,3
黙する死者,3
死霊操りしパペットマスター,3
ゲルニア,3
ロードポイズン,3
痛魂の呪術,3
邪神の大災害,3
究極竜騎士,3
F・G・D,3
X－ヘッド・キャノン,3
エネミーコントローラー,3
Y－ドラゴン・ヘッド,3
XY－ドラゴン・キャノン,3
Z－メタル・キャタピラー,3
XYZ－ドラゴン・キャノン,3
魂の綱,3
亜空間物質転送装置,3
ゴブリンゾンビ,3
ドリラゴ,3
レクンガ,3
クローン複製,3
コストダウン,3
逃げまどう民,3
弾圧される民,3
団結するレジスタンス,3
闇魔界の戦士 ダークソード,3
漆黒の闘龍,3
騎竜,3
朽ち果てた武将,3
ゾンビタイガー,3
ジャイアント・オーク,3
セコンド・ゴブリン,3
ブラッド・オーキス,3
デス・デンドル,3
灼岩魔獣,3
氷岩魔獣,3
ユニオン・ライダー,3
異次元の狂獣,3
マジック・キャンセラー,3
ネコマネキング,3
白兵戦型お手伝いロボ,3
ディメンション・ポッド,3
世紀の大泥棒,3
ルーレットボマー,3
白竜の聖騎士,3
白竜降臨,3
前線基地,3
降格処分,3
コンビネーション・アタック,3
カイザーコロシアム,3
自律行動ユニット,3
ご隠居の猛毒薬,3
アンティ勝負,3
ブラック・コア,3
レアゴールド・アーマー,3
メタルシルバー・アーマー,3
騎士道精神,3
生け贄人形,3
波動キャノン,3
大革命,3
覇者の一括,3
八式対魔法多重結界,3
メテオ・レイン,3
パイナップル爆弾,3
仕込みマシンガン,3
物理分身,3
群雄割拠,3
フォーメーション・ユニオン,3
粘着落とし穴,3
XZ－キャタピラー・キャノン,3
YZ－キャタピラー・ドラゴン,3
最終突撃命令,3
超魔導剣士－ブラック・パラディン,3
二重魔法,3
拡散する波動,3
デビルズ・サンクチュアリ,3
グレート・アンガス,3
アイツ,3
音速ダック,3
サファイアドラゴン,3
アマゾネスの聖戦士,3
アマゾネスの吹き矢兵,3
アマゾネスペット虎,3
熟練の白魔導師,3
熟練の黒魔術師,3
見習い魔術師,3
執念深き老魔術師,3
カオス・マジシャン,3
魔法の操り人形,3
ピクシーナイト,3
魔導戦士 ブレイカー,3
魔草 マンドラゴラ,3
魔導サイエンティスト,3
王立魔法図書館,3
魔導アーマー エグゼ,3
同族感染ウィルス,3
デス・コアラ,3
黒蠍－罠はずしのクリフ,3
魔導雑貨商人,3
コイツ,3
ネコ耳族,3
絶対服従魔人,3
尾も白い黒猫,3
漆黒のパワーストーン,3
ビッグバン・シュート,3
精神統一,3
マスドライバー,3
千里眼,3
竜破壊の証,3
壺盗み,3
我が身を盾に,3
魔導書整理,3
メガトン魔導キャノン,3
カウンターマシンガンパンチ,3
魔力枯渇,3
隠された魔導書,3
奇跡の復活,3
洗脳解除,3
武装解除,3
対抗魔術,3
生命力吸収魔術,3
メタル・リフレクト・スライム,3
ボーガニアン,3
魔法石の採掘,3
グラナドラ,3
異次元竜 トワイライトゾーンドラゴン,3
天界王 シナト,3
黒炎の騎士－ブラック・フレア・ナイト－,3
幻影の騎士－ミラージュ・ナイト－,3
バーサーク・デッド・ドラゴン,3
エクゾディア・ネクロス,3
バトルフットボーラー,3
ウェポンサモナー,3
忍犬ワンダードッグ,3
アクロバットモンキー,3
ガーディアン・エルマ,3
ガーディアン・シール,3
ガーディアン・グラール,3
ガーディアン・バオウ,3
ガーディアン・ケースト,3
ガーディアン・トライス,3
逆ギレパンダ,3
盲信するゴブリン,3
闇より出でし絶望,3
合成魔獣 ガーゼット,3
闇よりの恐怖,3
黒蠍－逃げ足のチック,3
異次元の女戦士,3
針千本,3
奇跡の方舟,3
デーモンとの駆け引き,3
エクゾディアとの契約,3
蝶の短剣－エルマ,3
流星の弓－シール,3
重力の斧－グラール,3
破邪の大剣－バオウ,3
静寂のロッド－ケースト,3
閃光の双剣－トライス,3
冥界の宝札,3
心眼の鉾,3
泉の精霊,3
トークン収穫祭,3
士気高揚,3
絶対魔法禁止区域,3
異次元隔離マシーン,3
立ちはだかる強敵,3
おジャマトリオ,3
武器庫荒らし,3
スキルドレイン,3
大成仏,3
ソウルテイカー,3
ディメンション・マジック,3
ファラオの審判,3
友情 YU－JYO,3
結束 UNITY,3
ブラック・マジシャンズ・ナイト,3
騎士の称号,3
賢者の宝石,3
ガガギゴ,3
異次元トレーナー,3
おジャマ・グリーン,3
デーモン・ソルジャー,3
地獄の番熊,3
言語道断侍,3
黒蠍－強力のゴーグ,3
黒蠍－棘のミーネ,3
迷犬マロン,3
偉大魔獣 ガーゼット,3
名工 虎鉄,3
強欲ゴブリン,3
地獄将軍・メフィスト,3
ヘルポーンデーモン,3
シャドウナイトデーモン,3
ダークビショップデーモン,3
デスルークデーモン,3
インフェルノクインデーモン,3
ジェノサイドキングデーモン,3
迅雷の魔王－スカル・デーモン,3
メタル化寄生生物－ルナタイト,3
月読命,3
伝説の爆炎使い,3
闇の支配者－ゾーク,3
灼熱の試練,3
奈落との契約,3
闇の支配者との契約,3
堕落,3
ディスカバード・アタック,3
終焉のカウントダウン,3
デーモンの宣告,3
黒蠍団召集,3
万魔殿－悪魔の巣窟－,3
生贄の祭壇,3
魂の氷結,3
血の刻印,3
必殺！黒蠍コンビネーション,3
デーモンの雄叫び,3
リバースダイス,3
呪術抹消,3
炸裂装甲,3
希望の光,3
おジャマ・イエロー,3
おジャマ・ブラック,3
魂虎,3
ビッグ・コアラ,3
デス・カンガルー,3
赤い忍者,3
速攻の黒い忍者,3
爆風トカゲ,3
強欲な壺の精霊,3
凶悪犯－チョップマン,3
大盤振舞侍,3
異次元の偵察機,3
怒れる類人猿,3
放浪の勇者 フリード,3
鬼ゴブリン,3
混沌の呪術師,3
カオス・ネクロマンサー,3
カオスライダー グスタフ,3
インフェルノ,3
フェンリル,3
ギガンテス,3
シルフィード,3
カオス・ソーサラー,3
紅蓮魔獣 ダ・イーザ,3
カオス・ソルジャー －開闢の使者－,3
風魔手裏剣,3
凡骨の意地,3
野性解放,3
おジャマ・デルタハリケーン！！,3
つまずき,3
カオス・エンド,3
カオス・グリード,3
異次元の指名者,3
異次元の境界線,3
リサイクル,3
原初の種,3
サンダー・クラッシュ,3
次元の歪み,3
リロード,3
魂吸収,3
大火葬,3
残骸爆破,3
封魔の呪印,3
バベル・タワー,3
宇宙の収縮,3
連鎖除外,3
重力解除,3
邪悪なるバリア －ダーク・フォース－,3
エナジー・ドレイン,3
混沌帝龍 －終焉の使者－,3
ヴィクトリー・ドラゴン,3
マジシャンズ・ヴァルキリア,3
ギガ・ガガギゴ,3
暗黒の狂犬,3
ネオバグ,3
暗黒の海竜兵,3
ジェノサイドキングサーモン,3
火炎木人１８,3
燃える藻,3
火口に潜む者,3
灼熱ゾンビ,3
混沌の黒魔術師,3
暗黒のマンティコア,3
ステルスバード,3
聖鳥クレイン,3
激昂のミノタウルス,3
首領亀,3
バルーン・リザード,3
暗黒ドリケラトプス,3
ハイパーハンマーヘッド,3
暗黒恐獣,3
対空放花,3
棘の妖精,3
インセクト・プリンセス,3
水陸両用バグロス Mk－３,3
魚雷魚,3
海竜－ダイダロス,3
暗黒大要塞鯱,3
砲弾ヤリ貝,3
不意打ち又佐,3
守護天使 ジャンヌ,3
マンジュ・ゴッド,3
月風魔,3
龍骨鬼,3
グリフォンの羽根帚,3
迷える仔羊,3
地砕き,3
次元融合,3
光と闇の洗礼,3
サルベージ,3
超進化薬,3
大地讃頌,3
翡翠の蟲笛,3
破壊指輪,3
悪魔の手鏡,3
強制脱出装置,3
ヒーロー見参,3
自爆スイッチ,3
暗黒の呪縛,3
門前払い,3
DNA移植手術,3
追い剥ぎゾンビ,3
トラップ・ジャマー,3
暗黒の侵略者,3
ツインヘデッド・ビースト,3
エメス・ザ・インフィニティ,3
D.D.アサイラント,3
幻影のゴラ亀,3
マキシマム・シックス,3
デンジャラスマシン TYPE－６,3
第六感,3
ゴギガ・ガガギゴ,3
ゼラの戦士,3
封印師 メイセイ,3
神聖なる球体,3
鉄鋼装甲虫,3
裁きの代行者 サターン,3
英知の代行者 マーキュリー,3
創造の代行者 ヴィーナス,3
力の代行者 マーズ,3
薄幸の乙女,3
精気を吸う骨の塔,3
ザ・キックマン,3
ヴァンパイア・レディ,3
ロケット・ジャンパー,3
壺魔神,3
伝説の柔術家,3
KA－２ デス・シザース,3
ニードルバンカー,3
ブローバック・ドラゴン,3
雷帝ザボルグ,3
原子ホタル,3
マーメイド・ナイト,3
軍隊ピラニア,3
針二千本,3
円盤闘士,3
深緑の魔弓使い,3
女忍者ヤエ,3
キングゴブリン,3
プロミネンス・ドラゴン,3
白魔導士ピケル,3
大天使ゼラート,3
光学迷彩アーマー,3
神秘の中華なべ,3
滅びの爆裂疾風弾,3
モンスターゲート,3
ウェポンチェンジ,3
天空の聖域,3
アースクエイク,3
罠封印の呪符,3
盗人ゴブリン,3
バックファイア,3
ミクロ光線,3
裁きの光,3
魔法封印の呪符,3
光の護封壁,3
ソーラーレイ,3
忍法 変化の術,3
光の召集,3
ドレインシールド,3
アーマーブレイク,3
デビルマゼラ,3
マシュマロン,3
シールドクラッシュ,3
ヂェミナイ・デビル,3
リターン・ゾンビ,3
八汰烏の骸,3
マシュマロンのメガネ,3
もけもけ,3
ギゴバイト,3
コザッキー,3
デビルスコーピオン,3
ファラオのしもべ,3
王家の守護者,3
スピリッツ・オブ・ファラオ,3
ナイトメアテーベ,3
アスワンの亡霊,3
神殿を守る者,3
ヌビアガード,3
レガシーハンター,3
砂バク,3
サンド・ギャンブラー,3
みつこぶラクーダ,3
ジャッカルの霊騎士,3
吸収天児,3
恵みの像,3
災いの像,3
魂を呼ぶ者,3
冥界の使者,3
グレイヴ・キーパー,3
ダブルコストン,3
再生ミイラ,3
深淵の暗殺者,3
人投げトロール,3
沼地の魔神王,3
オアシスの使者,3
スペシャルハリケーン,3
突撃指令,3
魂喰らいの魔刀,3
砂塵の結界,3
リバースソウル,3
魔力倹約術,3
ナイルの恵み,3
7,3
レベル制限B地区,3
魔の試着部屋,3
弱肉一色,3
黒・魔・導,3
デルタ・アタッカー,3
サウザンドエナジー,3
トライアングルパワー,3
第三の棺,3
第二の棺,3
第一の棺,3
運命のドラ,3
砂漠の裁き,3
人海戦術,3
アヌビスの呪い,3
砂漠の光,3
デスカウンター,3
悪夢の迷宮,3
蘇りし魂,3
玉砕指令,3
エンド・オブ・アヌビス,3
機動砦 ストロング・ホールド,3
ゴーゴンの眼,4
洗脳－ブレインコントロール,4
精神操作,4
断頭台の惨劇,4
エクトプラズマー,4
デス・メテオ,4
ライトニング・ボルテックス,4
無効,4
天よりの宝札,4
機械複製術,4
魔法吸収,4
ペンギン・ナイトメア,4
パーフェクト機械王,4
賢者ケイローン,4
Ulevo,4
アビス・ソルジャー,4
Meteo the Matchless,4
インフェルノ・ハンマー,4
テーヴァ,4
死霊ゾーマ,4
死霊騎士デスカリバー・ナイト,4
地縛霊の誘い,4
破壊竜ガンドラ,4
異次元からの帰還,4
光のピラミッド,4
青眼の光龍,4
ファミリア・ナイト,4
レアメタル・ドラゴン,4
闇・道化師のペーテン,4
黒の魔法神官,4
アンドロ・スフィンクス,4
スフィンクス・テーレイア,4
スフィンクス・アンドロジュネス,4
ヘル・テンペスト,4
ワタポン,4
大木炭１８,4
ネオアクア・マドール,4
骨犬マロン,4
スカゴブリン,4
アルティメット・インセクト LV１,4
ホルスの黒炎竜 LV４,4
ホルスの黒炎竜 LV６,4
ホルスの黒炎竜 LV８,4
暗黒のミミック LV１,4
暗黒のミミック LV３,4
ミスティック・ソードマン LV２,4
ミスティック・ソードマン LV４,4
アームド・ドラゴン LV３,4
アームド・ドラゴン LV５,4
アームド・ドラゴン LV７,4
ホルスのしもべ,4
黒竜の雛,4
怨念のキラードール,4
忍者マスター SASUKE,4
幻惑のラフレシア,4
超熱血球児,4
氷帝メビウス,4
エレメント・ドラゴン,4
エレメント・ソルジャー,4
共鳴虫,4
仮面竜,4
マインド・オン・エア,4
ヒゲアンコウ,4
トロイホース,4
使徒喰い虫,4
激昂のムカムカ,4
派手ハネ,4
月の女戦士,4
おジャマ・キング,4
マスター・オブ・OZ,4
クリッチー,4
闇の量産工場,4
ハンマーシュート,4
記憶抹消,4
深淵の指名者,4
レベルアップ！,4
黒炎弾,4
四次元の墓,4
ツーマンセルバトル,4
大波小波,4
フュージョン・ウェポン,4
リチュアル・ウェポン,4
挑発,4
絶体絶命,4
スピリットバリア,4
忍法 空蝉の術,4
衰弱の霧,4
大暴落,4
グリード,4
マインドクラッシュ,4
セメタリー・ボム,4
ホーリーライフバリアー,4
罅割れゆく斧,4
ブロックマン,4
サイレント・ソードマン LV３,4
サイレント・ソードマン LV５,4
サイレント・ソードマン LV７,4
サイレント・マジシャン LV４,4
マジシャンズ・サークル,4
マジシャンズ・クロス,4
サイレント・マジシャン LV８,4
人造木人１８,4
マイティガード,4
魔貨物車両 ボコイチ,4
ハーピィ・ガール,4
創世神,4
創世者の化身,4
アルティメット・インセクト LV３,4
ミスティック・ソードマン LV６,4
強化支援メカ・ヘビーウェポン,4
エレメント・マジシャン,4
エレメント・ザウルス,4
霞の谷の大怪鳥,4
一撃必殺侍,4
ハーピィ・レディ１,4
ハーピィ・レディ２,4
